name,mean,var,skew,kurtosis,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,skew_1,skew_2,skew_3,skew_4,skew_5,skew_6,skew_7,skew_8,skew_9,skew_10,skew_11,skew_12,skew_13,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13
starcraft,-24.150672912597656,17644.79296875,-3.1197500228881836,10.925397872924805,-430.9903869628906,110.59810638427734,-15.65023422241211,33.317562103271484,-12.732619285583496,9.707267761230469,-5.771843433380127,0.8703106641769409,-1.1320552825927734,-4.711292743682861,4.98486328125,-4.564608573913574,2.116138219833374,23911.57421875,3814.607421875,2024.5169677734375,1026.6728515625,754.80712890625,553.8533325195312,294.2861328125,229.3851318359375,184.04273986816406,135.5252685546875,134.8857421875,108.28253173828125,138.8701934814453,0.007736119441688061,0.03689626231789589,-0.2829594016075134,0.23983295261859894,-0.43210723996162415,-0.4125913083553314,-0.3102162778377533,-0.4860624074935913,-0.5401212573051453,-0.3361268937587738,-0.18043506145477295,-0.25402361154556274,-0.40280643105506897,-0.4754104018211365,-0.34783467650413513,-0.005926636513322592,0.4755460321903229,-0.29757460951805115,1.3743757009506226,-0.2695508599281311,-0.25488385558128357,-0.17039704322814941,-0.3118847608566284,-0.6386464834213257,-0.23096351325511932,-0.16169412434101105
starcraft,-22.492046356201172,15740.046875,-3.0561366081237793,10.465777397155762,-403.8420715332031,103.4700927734375,-15.384699821472168,35.26643753051758,-11.630208969116211,11.98317813873291,-5.2997307777404785,0.629622757434845,-0.3929336965084076,-5.231057643890381,3.316819429397583,-6.558779239654541,1.2766822576522827,20816.95703125,3819.17578125,1711.4404296875,1175.3463134765625,985.2151489257812,634.5173950195312,306.025390625,233.71307373046875,183.4808807373047,162.0838165283203,173.77784729003906,131.3112335205078,138.7720947265625,0.36411139369010925,-0.30695223808288574,-0.3008377254009247,0.6245115399360657,-0.46679791808128357,-0.3154931962490082,-0.29633787274360657,-0.46525609493255615,-0.6252765655517578,-0.6342504620552063,-0.3573220670223236,-0.5027496814727783,-0.2529098391532898,-0.20336225628852844,-0.08552039414644241,0.18841704726219177,0.6987244486808777,0.5399109125137329,1.013042688369751,0.07575276494026184,0.3151160776615143,0.19652879238128662,0.32066938281059265,0.1281730681657791,-0.07719290256500244,-0.47151342034339905
starcraft,-24.21419334411621,17200.810546875,-3.1237337589263916,10.703721046447754,-428.54608154296875,102.95687103271484,-17.909988403320312,33.9626350402832,-11.811797142028809,14.046669960021973,-5.8596038818359375,2.6182591915130615,0.4349530041217804,-5.809034824371338,4.3534393310546875,-5.850526332855225,2.629671335220337,21920.703125,3593.68310546875,1466.807861328125,1071.8572998046875,779.6729736328125,647.2706298828125,333.4838562011719,272.2892150878906,212.08642578125,191.7341766357422,148.7246856689453,138.55860900878906,147.7684326171875,0.1755695641040802,-0.15818852186203003,-0.5429727435112,0.13871312141418457,-0.41800591349601746,0.11008178442716599,-0.6383211016654968,-0.8073310852050781,-0.20044086873531342,-0.7247800230979919,-0.22099865972995758,-0.3112538456916809,-0.06805595755577087,-0.446173757314682,-0.6231099963188171,0.08425890654325485,0.14905323088169098,0.39962679147720337,-0.05490199103951454,0.7447261810302734,1.6407301425933838,-0.06850143522024155,0.8731216192245483,-0.8283379673957825,-0.45685648918151855,-0.48664918541908264
starcraft,-24.723642349243164,17425.86328125,-3.11653733253479,10.653719902038574,-430.2786560058594,107.81088256835938,-19.774011611938477,33.50543975830078,-12.533358573913574,11.49862003326416,-6.043406009674072,0.01123038213700056,-0.4120653569698334,-5.123773574829102,3.433898448944092,-6.3849663734436035,2.88276743888855,22854.716796875,3095.032470703125,1633.5211181640625,941.5845336914062,677.8326416015625,616.7777709960938,256.7839050292969,262.316162109375,172.3009490966797,137.1844482421875,172.5902557373047,136.18875122070312,134.35447692871094,0.24389155209064484,-0.19373445212841034,-0.3430020809173584,0.4399210512638092,-0.28715094923973083,-0.07240726053714752,-0.351595401763916,-0.42282187938690186,-0.3829343318939209,-0.4232589304447174,-0.36463314294815063,-0.2312765121459961,-0.2632873058319092,-0.13041365146636963,-0.2756446301937103,0.017294511198997498,0.15169881284236908,0.26494112610816956,0.13079194724559784,-0.3400987386703491,0.7678071856498718,-0.14740966260433197,-0.27209192514419556,0.3650361895561218,-0.23330096900463104,0.12225750833749771
starcraft,-23.991443634033203,17649.140625,-3.0924899578094482,10.446346282958984,-434.5981140136719,110.96286010742188,-14.516632080078125,31.868942260742188,-11.642650604248047,13.192280769348145,-5.166527271270752,1.6493953466415405,-1.0051084756851196,-5.048593997955322,4.551513671875,-5.9607391357421875,3.8245999813079834,21408.8203125,3242.879638671875,1492.810546875,954.3253784179688,835.8798828125,505.123779296875,311.776123046875,192.4367218017578,168.4169158935547,126.966552734375,127.89616394042969,120.13495635986328,144.47247314453125,0.2082512229681015,-0.13059933483600616,-0.30244922637939453,0.0911007821559906,-0.2972218990325928,-0.13686926662921906,-0.30978718400001526,-0.2761560082435608,-0.3308948278427124,-0.4992055892944336,-0.3330186903476715,-0.43972641229629517,0.07132619619369507,-0.41387003660202026,-0.41512763500213623,-0.07877762615680695,-0.11139477789402008,-0.026162143796682358,-0.26535359025001526,-0.3005353510379791,-0.5824840664863586,-0.5012098550796509,-0.39562052488327026,-0.1715584397315979,-0.4805518090724945,-0.08595901727676392
starcraft,-23.283937454223633,16718.93359375,-3.120765447616577,11.117971420288086,-417.2392578125,108.00777435302734,-18.512792587280273,32.792293548583984,-10.661357879638672,13.055453300476074,-7.700041770935059,0.470154345035553,-2.097132444381714,-3.700610876083374,5.514100551605225,-6.751086235046387,4.131353855133057,22694.951171875,3861.377685546875,1569.8095703125,900.1956176757812,703.6812133789062,592.7921142578125,330.6673278808594,267.7576904296875,228.8424072265625,155.1480712890625,161.79782104492188,151.1864776611328,123.83251190185547,-0.0410488024353981,-0.21074213087558746,-0.2688710689544678,0.35161417722702026,-0.423454612493515,0.11283651739358902,-0.35104313492774963,-0.5617030262947083,-0.42260900139808655,-0.09600526094436646,-0.2907028794288635,-0.2787793278694153,-0.0960056260228157,0.13628090918064117,-0.7127091288566589,-0.4586942195892334,0.07542818784713745,-0.03653012216091156,0.4252093732357025,-0.5877866744995117,0.9790571928024292,-0.4207336902618408,-0.5389705896377563,-0.12750662863254547,-0.5276888012886047,-0.5973356366157532
starcraft,-23.28407096862793,16273.611328125,-3.1062686443328857,10.838705062866211,-413.6205749511719,102.95055389404297,-14.904351234436035,31.766475677490234,-9.901434898376465,11.917251586914062,-6.26264762878418,1.4764323234558105,-3.341519832611084,-4.474449634552002,4.97428035736084,-6.391943454742432,3.1190345287323,20516.189453125,3685.384765625,1638.1976318359375,966.8834838867188,848.8524169921875,607.8521118164062,332.8301086425781,224.30540466308594,204.0447998046875,146.5504150390625,134.8242950439453,122.0908432006836,127.80953216552734,0.15901310741901398,0.045239876955747604,-0.3273282051086426,0.5959248542785645,-0.3814530074596405,-0.2424885630607605,-0.09948202222585678,-0.14953818917274475,-0.7851535677909851,-0.48600849509239197,-0.14507129788398743,-0.352251797914505,-0.03433626890182495,0.19573524594306946,-0.3059754967689514,0.10934966802597046,0.6450387835502625,0.6024757623672485,0.2718520760536194,0.1793888658285141,-0.13648734986782074,0.8465215563774109,-0.05379577353596687,-0.2488383650779724,-0.4665083587169647,-0.7644577026367188
starcraft,-25.10666847229004,17295.373046875,-3.0207040309906006,10.057488441467285,-433.4335632324219,109.14776611328125,-11.651036262512207,28.442697525024414,-10.129193305969238,10.092320442199707,-7.461362838745117,-1.513472318649292,-1.9348177909851074,-5.09968376159668,1.4686775207519531,-6.364344120025635,2.0493061542510986,19197.416015625,3984.09130859375,1520.1673583984375,984.3682861328125,791.580078125,620.3147583007812,329.6745910644531,286.77252197265625,206.677978515625,171.78158569335938,154.8536376953125,136.64810180664062,130.47509765625,0.23179371654987335,-0.20111186802387238,-0.3560221493244171,0.509832501411438,-0.28666481375694275,0.034242261201143265,-0.3021925091743469,-0.2926531434059143,-0.6003559231758118,-0.5666513442993164,-0.15233276784420013,-0.5942015051841736,-0.13466310501098633,0.1693984419107437,-0.5462614297866821,0.5115259289741516,0.9081874489784241,0.0029521260876208544,0.05857381224632263,0.2894570827484131,0.14907680451869965,-0.017717182636260986,0.12334246188402176,-0.4159935712814331,0.03429216891527176,-0.3579951822757721
starcraft,-25.04052734375,18319.146484375,-3.040929079055786,9.993745803833008,-447.43310546875,110.44589233398438,-10.595314979553223,31.009654998779297,-8.571080207824707,10.98755931854248,-5.338187217712402,0.6441394090652466,-1.2319490909576416,-4.8706159591674805,2.8470523357391357,-5.770221710205078,2.349353551864624,19970.025390625,3956.549072265625,1337.351318359375,1014.2407836914062,861.00732421875,567.4295043945312,290.9059143066406,209.8858184814453,192.45018005371094,149.05714416503906,152.15420532226562,142.7398223876953,126.01951599121094,0.24623015522956848,-0.1094805896282196,-0.518096923828125,0.3996943235397339,-0.5198675394058228,-0.22031745314598083,-0.5541689991950989,-0.4869331121444702,-0.3617694079875946,-0.3646939694881439,-0.28859153389930725,-0.36950433254241943,-0.009507077746093273,-0.1506590098142624,-0.48429936170578003,0.062049489468336105,0.19013656675815582,1.1261533498764038,0.21978315711021423,0.2959717810153961,0.30635231733322144,-0.14503934979438782,-0.4182407259941101,0.08505609631538391,-0.179025799036026,-0.7438934445381165
starcraft,-23.829322814941406,17477.130859375,-3.196861505508423,11.57794189453125,-425.756103515625,109.26615905761719,-16.28711700439453,32.644527435302734,-8.188714981079102,9.116846084594727,-4.966054439544678,-0.1670750379562378,-2.7472217082977295,-4.273603916168213,3.3995580673217773,-5.292710781097412,3.4703116416931152,27300.7109375,3599.559814453125,1807.516357421875,877.9368286132812,764.3536376953125,575.564453125,294.99725341796875,217.9214324951172,199.71371459960938,145.23004150390625,155.3816680908203,137.8230438232422,126.78439331054688,0.022450771182775497,-0.034842781722545624,-0.20450381934642792,0.5382438898086548,-0.2260606586933136,-0.10003373771905899,-0.4002697467803955,-0.5900517702102661,-0.5127449035644531,-0.2673516273498535,-0.30288273096084595,-0.4062170088291168,-0.08426810055971146,-0.20780256390571594,-0.8380074501037598,-0.10770680010318756,1.1784828901290894,0.2148333042860031,0.9948621392250061,-0.02627471461892128,0.21629197895526886,0.1753932237625122,-0.42151516675949097,-0.22543665766716003,-0.20742429792881012,-0.23366236686706543
