name,seq_length,mean,var,skew,kurtosis,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,skew_1,skew_2,skew_3,skew_4,skew_5,skew_6,skew_7,skew_8,skew_9,skew_10,skew_11,skew_12,skew_13,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13
starcraft,44,-23.37184715270996,16595.99609375,-3.128176689147949,10.945274353027344,-414.9525146484375,105.03366088867188,-16.999515533447266,33.72770309448242,-12.031329154968262,11.663551330566406,-5.436136245727539,1.1276769638061523,-0.6914418935775757,-5.219931125640869,3.7828619480133057,-5.923848628997803,2.0852556228637695,25100.458984375,3668.857421875,1705.03271484375,1073.7900390625,797.90380859375,627.8594360351562,299.81201171875,245.66600036621094,191.2950897216797,155.46072387695312,154.53713989257812,131.73826599121094,136.0357666015625,0.2502155005931854,-0.10213355720043182,-0.43081727623939514,0.45594069361686707,-0.5132449269294739,-0.28238776326179504,-0.5466309189796448,-0.7025155425071716,-0.644036054611206,-0.8421537280082703,-0.42313793301582336,-0.5102130174636841,-0.26722732186317444,-0.18742449581623077,-0.12903358042240143,0.7145534157752991,1.21132493019104,1.0380359888076782,1.8995379209518433,1.64230215549469,2.2388901710510254,1.3950576782226562,2.3289952278137207,1.0141069889068604,1.1227856874465942,0.8126466274261475
starcraft,44,-23.219215393066406,16652.607421875,-3.118325710296631,10.883076667785645,-416.4034118652344,107.18366241455078,-16.36790657043457,31.853710174560547,-10.46466064453125,12.137920379638672,-6.527857303619385,0.9304580092430115,-1.744524598121643,-4.557058334350586,4.719364643096924,-6.331557750701904,3.7220349311828613,24602.021484375,3580.221435546875,1619.4990234375,935.6251831054688,764.714599609375,569.1539306640625,318.72991943359375,233.22821044921875,199.69114685058594,143.2671356201172,147.18508911132812,132.06761169433594,131.75355529785156,0.19642770290374756,-0.13816003501415253,-0.43320655822753906,0.44324105978012085,-0.43560168147087097,-0.05837495997548103,-0.3982086181640625,-0.5252841711044312,-0.6863949298858643,-0.47700604796409607,-0.3702886998653412,-0.6060555577278137,-0.1073957085609436,0.01572488620877266,-0.33986905217170715,0.5800423622131348,0.6740999817848206,1.1048837900161743,1.0745627880096436,0.8086425065994263,1.6914743185043335,1.3562049865722656,0.9974982738494873,1.6304197311401367,1.0799590349197388,1.3113089799880981
starcraft,44,-24.0852108001709,17338.408203125,-3.1285600662231445,10.949882507324219,-427.5579528808594,107.60419464111328,-15.263545036315918,31.78666114807129,-10.029088020324707,11.32481861114502,-5.997103214263916,0.5464056134223938,-1.8447647094726562,-4.494065761566162,3.4131572246551514,-5.872562408447266,3.276097536087036,24718.4921875,3897.837890625,1612.06640625,986.742919921875,817.3829956054688,609.8172607421875,306.61627197265625,224.7939910888672,194.4640350341797,156.4514617919922,150.92251586914062,134.66629028320312,130.2372283935547,0.10003086924552917,-0.07760164886713028,-0.44260478019714355,0.5558809041976929,-0.4006190001964569,-0.0966440811753273,-0.5697774291038513,-0.6044460535049438,-0.695151150226593,-0.6385542154312134,-0.41083431243896484,-0.593855082988739,-0.11820042133331299,-0.024802403524518013,-0.39839720726013184,0.6781396269798279,1.283631682395935,1.1947356462478638,1.521681547164917,1.3042912483215332,1.3568953275680542,1.5866954326629639,1.4620451927185059,1.1324360370635986,1.263480544090271,0.6902548670768738
starcraft,44,-23.689912796020508,17316.646484375,-3.166989326477051,11.249646186828613,-424.23553466796875,108.58563995361328,-19.2677059173584,33.21672058105469,-9.912446975708008,13.238714218139648,-5.43148946762085,0.6293119788169861,-1.499024510383606,-4.754766941070557,5.152180194854736,-6.772190570831299,3.0817387104034424,26889.216796875,3490.687255859375,1635.0462646484375,981.4723510742188,797.5859375,533.6722412109375,315.1545104980469,252.78317260742188,197.6565704345703,151.0319366455078,145.75579833984375,130.7706298828125,127.92279815673828,0.14681386947631836,-0.05839119479060173,-0.3618861734867096,0.36600422859191895,-0.4612230062484741,-0.03367107734084129,-0.5877687931060791,-0.9593812823295593,-0.808495044708252,-0.6785804033279419,-0.05983685702085495,-0.9081268310546875,-0.015672486275434494,-0.08676447719335556,-0.3211960792541504,0.5745401382446289,0.7095692753791809,1.398192048072815,0.7997063994407654,1.2591100931167603,3.126972198486328,1.973111629486084,1.5844295024871826,0.8939923644065857,1.971799373626709,0.6281011700630188
starcraft,44,-23.399673461914062,17313.173828125,-3.1941261291503906,11.537561416625977,-422.64642333984375,107.24725341796875,-21.264955520629883,35.34495544433594,-10.549295425415039,14.039839744567871,-6.256086349487305,2.0769734382629395,-1.2800699472427368,-3.895843505859375,5.3033294677734375,-6.438728332519531,4.123297214508057,27511.755859375,3550.77490234375,1682.7744140625,1001.8966674804688,827.819091796875,594.2808227539062,313.041748046875,210.39559936523438,211.1517791748047,137.11599731445312,148.21697998046875,129.9315643310547,129.16513061523438,-0.020021891221404076,-0.1287728101015091,-0.418367862701416,0.35704290866851807,-0.28754734992980957,-0.18945854902267456,-0.43379053473472595,-0.44170069694519043,-0.778998851776123,-0.5259896516799927,-0.21505312621593475,-0.599960207939148,-0.1427447646856308,-0.1746181696653366,-0.08333770185709,0.4352632462978363,0.2473977506160736,1.00730562210083,1.2143598794937134,1.0963358879089355,1.3253653049468994,1.28556227684021,1.2942768335342407,1.04081392288208,1.2947156429290771,0.32580047845840454
starcraft,44,-24.384794235229492,17408.9921875,-3.111955404281616,10.808134078979492,-429.4593200683594,105.63937377929688,-17.838520050048828,32.86751174926758,-9.440747261047363,11.043876647949219,-5.86309814453125,0.7071649432182312,-1.1060878038406372,-4.686201572418213,4.2303948402404785,-5.818253993988037,2.721519708633423,23412.712890625,3917.19970703125,1652.239013671875,1077.339111328125,851.3759155273438,619.4869995117188,357.4884338378906,246.7130584716797,207.66952514648438,155.18557739257812,142.798828125,127.80751037597656,146.8334503173828,0.08739221096038818,-0.07208593189716339,-0.39459410309791565,0.48952460289001465,-0.3320344388484955,-0.17205727100372314,-0.6508329510688782,-0.7058543562889099,-0.5996849536895752,-0.7852934002876282,-0.2497715801000595,-0.5012292265892029,-0.08437266200780869,0.2366257905960083,-0.29267892241477966,0.6244996786117554,0.6640192866325378,1.2372276782989502,1.3685516119003296,1.3972454071044922,2.3556339740753174,1.5864934921264648,2.3608856201171875,0.9162374138832092,0.9786862730979919,0.9585984349250793
starcraft,44,-24.134368896484375,17454.69140625,-3.1517386436462402,11.089797019958496,-427.24163818359375,105.46807861328125,-17.964548110961914,33.45786666870117,-7.71527624130249,11.399054527282715,-5.881895542144775,0.42436254024505615,-2.132361650466919,-4.2054266929626465,3.724362850189209,-6.099647521972656,3.0202319622039795,25714.859375,4039.58251953125,1805.7908935546875,989.76123046875,854.6100463867188,617.137451171875,362.2267150878906,245.98085021972656,200.8436279296875,152.11590576171875,154.4923095703125,136.99203491210938,132.4615020751953,0.16246938705444336,-0.08734556287527084,-0.32219523191452026,0.4960322082042694,-0.31878188252449036,-0.1805054098367691,-0.5430744886398315,-0.8450530767440796,-0.6401948928833008,-0.7586068511009216,-0.29311564564704895,-0.5813604593276978,-0.33804184198379517,-0.15992839634418488,-0.20534703135490417,0.2915305197238922,0.838982105255127,1.4999080896377563,1.7671645879745483,1.3074591159820557,2.37641978263855,1.1022958755493164,2.2242627143859863,1.0037068128585815,1.4430415630340576,1.2617084980010986
starcraft,44,-23.409494400024414,16468.880859375,-3.1217658519744873,10.913890838623047,-414.81024169921875,104.09642791748047,-22.022619247436523,35.59368896484375,-11.550588607788086,11.607257843017578,-6.4925360679626465,1.7329086065292358,-0.7158705592155457,-3.827517509460449,4.553021430969238,-6.038582801818848,3.551253080368042,24205.234375,3670.70263671875,1658.451416015625,1056.88623046875,783.2171020507812,627.918212890625,304.4468688964844,232.04486083984375,194.0842742919922,147.97509765625,150.68280029296875,135.8174591064453,126.2220458984375,0.1258532553911209,-0.059655897319316864,-0.3178726136684418,0.5984788537025452,-0.3702247440814972,-0.3902008831501007,-0.7241166830062866,-0.8058835864067078,-0.7995666265487671,-0.6035026907920837,-0.3645271956920624,-0.5967957973480225,-0.17551760375499725,-0.272518515586853,-0.26705360412597656,-0.0624224953353405,0.8011195659637451,0.6381952166557312,1.625709891319275,1.499715805053711,2.2363967895507812,1.774627685546875,1.126900553703308,1.326400637626648,1.249590277671814,0.6128638982772827
starcraft,44,-23.63237190246582,16773.423828125,-3.1085314750671387,10.885424613952637,-417.6483459472656,108.31422424316406,-20.622446060180664,34.187469482421875,-9.431129455566406,11.535001754760742,-6.900490760803223,0.23811301589012146,-0.8518456816673279,-5.66446590423584,4.012383460998535,-6.55434513092041,2.1650402545928955,24479.041015625,3600.65185546875,1772.13818359375,1125.97607421875,857.6780395507812,610.3977661132812,337.4244689941406,240.7210235595703,203.85243225097656,166.4842529296875,156.31973266601562,137.20916748046875,137.97744750976562,0.16660892963409424,-0.06865992397069931,-0.39114317297935486,0.4407002925872803,-0.33482325077056885,-0.11495921015739441,-0.5722844004631042,-0.6524920463562012,-0.6372658014297485,-0.7304751873016357,-0.2797289490699768,-0.4796983301639557,-0.33133578300476074,-0.16929210722446442,-0.4125060737133026,0.22324436902999878,0.9573010206222534,0.7410060167312622,0.6856268048286438,0.9548047184944153,2.0271430015563965,1.799081802368164,1.2935607433319092,1.0899783372879028,0.9645673036575317,1.0499963760375977
starcraft,44,-24.495704650878906,17681.9140625,-3.1418869495391846,10.808633804321289,-433.684326171875,104.29083251953125,-17.029800415039062,33.27406311035156,-10.221447944641113,12.730825424194336,-5.702821731567383,1.491330623626709,-0.7805781960487366,-4.007467746734619,4.358508110046387,-6.378592014312744,3.2152838706970215,25173.78125,3733.881591796875,1670.5003662109375,991.1600341796875,830.5569458007812,599.6309204101562,338.8736877441406,223.57460021972656,194.03543090820312,140.45252990722656,138.46890258789062,137.63156127929688,135.64927673339844,0.1872801035642624,-0.08781778812408447,-0.4263736307621002,0.3728066384792328,-0.3684869706630707,-0.02333207055926323,-0.7310273051261902,-0.635911762714386,-0.6511687636375427,-0.7740102410316467,-0.33247217535972595,-0.6981463432312012,-0.17303602397441864,-0.03281030431389809,-0.30091872811317444,0.46708589792251587,0.7728784084320068,1.1382132768630981,1.2812403440475464,1.3203293085098267,1.713346004486084,1.591231346130371,1.6840853691101074,1.1458607912063599,1.3240150213241577,1.3317623138427734
