name,seq_length,mean,var,skew,kurtosis,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,skew_1,skew_2,skew_3,skew_4,skew_5,skew_6,skew_7,skew_8,skew_9,skew_10,skew_11,skew_12,skew_13,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13
starcraft,44,-23.460445404052734,16415.2421875,-3.133260726928711,11.34410285949707,-412.1215515136719,107.02570343017578,-21.744216918945312,33.21919631958008,-12.827666282653809,10.791987419128418,-7.052520751953125,0.9106122255325317,-0.8800972700119019,-5.0865607261657715,5.005555629730225,-6.176273822784424,3.949979066848755,24570.412109375,3732.161376953125,1586.9365234375,1119.8463134765625,817.36767578125,669.6800537109375,320.0791015625,242.8218231201172,184.677490234375,146.6959228515625,148.64285278320312,137.80833435058594,134.35635375976562,-0.06577087938785553,-0.09239305555820465,-0.31283053755760193,0.3733064532279968,-0.31656399369239807,-0.40839868783950806,-0.6719353199005127,-0.5293768644332886,-0.6694239377975464,-0.6065111756324768,-0.45998305082321167,-0.48849427700042725,-0.04579806327819824,0.10331079363822937,-0.17240847647190094,0.7212117314338684,1.2322747707366943,1.0238144397735596,1.340039849281311,1.5571348667144775,1.3800313472747803,1.2929750680923462,1.3041263818740845,0.9276933670043945,1.1929597854614258,0.4353887140750885
starcraft,44,-23.635068893432617,17352.96875,-3.148571014404297,11.078644752502441,-427.6038818359375,105.45762634277344,-15.546791076660156,33.7527961730957,-8.64852523803711,12.405531883239746,-5.24153470993042,1.1752440929412842,-0.8407832980155945,-4.410012722015381,4.2359724044799805,-5.499362468719482,3.5078189373016357,24723.1875,3731.023193359375,1576.6190185546875,1005.6581420898438,816.3128051757812,614.0093994140625,316.4788513183594,229.7524871826172,183.2427978515625,135.09423828125,144.17239379882812,135.07667541503906,125.32511138916016,0.05526522174477577,-0.11698872596025467,-0.36498716473579407,0.5940808653831482,-0.469252347946167,0.050961848348379135,-0.7373350262641907,-0.7183331251144409,-0.8623002171516418,-0.7475718855857849,-0.22579161822795868,-0.5516392588615417,-0.07824034243822098,0.09824018180370331,-0.2336292713880539,0.6401554942131042,0.9516466856002808,1.2299566268920898,1.0626211166381836,1.6501359939575195,1.7906911373138428,2.6164512634277344,1.4147039651870728,1.100795030593872,1.1366913318634033,0.7745224833488464
starcraft,44,-24.257213592529297,16885.0390625,-3.156104326248169,11.189815521240234,-419.84429931640625,103.90033721923828,-17.628511428833008,30.286460876464844,-8.944877624511719,10.385683059692383,-5.491575241088867,-0.42106005549430847,-2.365885019302368,-5.2579545974731445,3.6094367504119873,-5.787720203399658,2.216125965118408,25265.267578125,3843.5810546875,1696.65771484375,940.704833984375,830.6150512695312,563.2724609375,298.444580078125,240.7997283935547,216.9438934326172,165.47650146484375,156.57455444335938,143.8603057861328,150.34303283691406,0.13270686566829681,0.011728066019713879,-0.3453023433685303,0.44715040922164917,-0.29980847239494324,0.012559379450976849,-0.5969861149787903,-0.5489665865898132,-0.7317498326301575,-0.6272462010383606,-0.24967224895954132,-0.5950846672058105,-0.228411003947258,-0.06527499109506607,-0.22571995854377747,0.6344555020332336,0.4865305423736572,1.2790403366088867,1.4891855716705322,1.2567437887191772,1.2031316757202148,1.7855554819107056,1.4400150775909424,1.1607595682144165,1.427711844444275,1.4335697889328003
starcraft,44,-24.099681854248047,17487.00390625,-3.1755309104919434,11.36069107055664,-426.79925537109375,107.61434936523438,-19.767871856689453,33.68892288208008,-10.378832817077637,11.95152473449707,-5.302794456481934,0.6389791965484619,-1.3490034341812134,-4.7394890785217285,3.9028708934783936,-6.0548996925354,3.299612045288086,27141.47265625,3684.08349609375,1636.2493896484375,1056.0587158203125,820.6715698242188,586.38671875,328.9054260253906,231.40980529785156,198.69491577148438,161.64700317382812,149.9862518310547,138.47671508789062,132.57449340820312,0.0653151199221611,-0.19042901694774628,-0.34826892614364624,0.5690973401069641,-0.4282413423061371,-0.30421367287635803,-0.5354564189910889,-0.4744735360145569,-0.5692947506904602,-0.6196252107620239,-0.337064266204834,-0.6543335914611816,0.016426371410489082,0.1586778461933136,-0.15262135863304138,0.32363012433052063,0.6161906719207764,0.905659019947052,1.4877309799194336,0.8030005693435669,2.1609644889831543,1.437838077545166,1.67599618434906,1.1039154529571533,1.2683597803115845,0.7919873595237732
starcraft,44,-24.625524520874023,17230.29296875,-3.135594367980957,10.903708457946777,-427.54827880859375,102.71435546875,-18.819475173950195,32.325374603271484,-11.379034996032715,12.54631519317627,-6.267083644866943,1.2128477096557617,-1.1143040657043457,-5.022225856781006,3.9697391986846924,-5.995469570159912,3.2453906536102295,24302.728515625,3974.673828125,1696.35888671875,1053.1806640625,831.6441040039062,614.4662475585938,330.0674133300781,228.306640625,179.9418487548828,144.63272094726562,147.38150024414062,139.26730346679688,138.9210968017578,0.10144779831171036,-0.07405655831098557,-0.4758039116859436,0.5041795969009399,-0.4479718804359436,0.01378494780510664,-0.5193682909011841,-0.6067564487457275,-0.8475958704948425,-0.6776716113090515,-0.31442320346832275,-0.606701135635376,-0.3687061369419098,-0.022480033338069916,-0.17212679982185364,0.6763330698013306,0.5896129012107849,0.9481005668640137,1.4953187704086304,1.1620632410049438,1.5450013875961304,1.9897154569625854,1.5908803939819336,1.2086079120635986,1.9151629209518433,1.218583583831787
starcraft,44,-23.207408905029297,16607.521484375,-3.100644826889038,10.752334594726562,-418.3648986816406,106.6103744506836,-17.853958129882812,33.54224395751953,-10.312779426574707,12.922185897827148,-6.098560810089111,1.30131995677948,-1.6659873723983765,-4.329607009887695,4.562194347381592,-6.043832302093506,4.034971714019775,22844.77734375,3532.421630859375,1550.8505859375,1033.7197265625,836.5343017578125,600.2073364257812,308.6824035644531,260.4742126464844,193.36279296875,156.6868896484375,153.6212615966797,131.14369201660156,131.934326171875,0.08044986426830292,-0.20409274101257324,-0.31091752648353577,0.4386056661605835,-0.29952436685562134,-0.021967345848679543,-0.5141958594322205,-0.43954551219940186,-0.45604169368743896,-0.5731315612792969,-0.2581401467323303,-0.46817588806152344,-0.08991052955389023,0.04711262881755829,-0.3149995505809784,0.43252789974212646,1.0108762979507446,1.422812819480896,0.782310962677002,1.24905526638031,1.5835126638412476,1.542614221572876,1.8863238096237183,1.420040488243103,1.091555118560791,0.47594717144966125
starcraft,44,-23.178434371948242,16812.720703125,-3.1666507720947266,11.3469820022583,-417.6609802246094,106.04022216796875,-18.18258285522461,35.345497131347656,-9.738781929016113,11.747424125671387,-5.587562561035156,1.7105979919433594,-1.7891055345535278,-4.5381622314453125,4.2780961990356445,-6.246895790100098,3.3025741577148438,25923.0234375,3692.704345703125,1637.2244873046875,1094.612548828125,815.0988159179688,616.5830078125,323.8512268066406,228.95632934570312,192.55126953125,144.12417602539062,155.2504425048828,130.8241729736328,127.8182373046875,0.02336980029940605,-0.0375954695045948,-0.4143334925174713,0.3993556499481201,-0.32750067114830017,-0.20993737876415253,-0.602959156036377,-0.6431758999824524,-0.8483484983444214,-0.6830488443374634,-0.3106826841831207,-0.4511442184448242,-0.08529175072908401,-0.31786298751831055,-0.41874974966049194,0.5482051968574524,0.7897530794143677,0.9213254451751709,0.9539610743522644,1.0683753490447998,1.6578848361968994,1.9725630283355713,1.4574123620986938,1.2167636156082153,1.219178557395935,0.6362095475196838
starcraft,44,-23.664274215698242,16825.115234375,-3.107543468475342,10.996068954467773,-419.99554443359375,107.23595428466797,-17.373523712158203,32.66504669189453,-12.021541595458984,12.198318481445312,-5.913468360900879,0.6149423718452454,-1.8738112449645996,-4.5788798332214355,4.290833950042725,-6.280921459197998,3.397003173828125,22596.806640625,4115.9453125,1600.7908935546875,1073.512939453125,869.14990234375,630.998046875,346.984619140625,270.36431884765625,199.11029052734375,146.314208984375,146.23306274414062,136.6127471923828,137.30946350097656,0.007867385633289814,-0.14939211308956146,-0.5345519781112671,0.4306766986846924,-0.5189070105552673,-0.04846491664648056,-0.4816030263900757,-0.6775493025779724,-0.7602556347846985,-0.7530421614646912,-0.2770165205001831,-0.4817010760307312,-0.31410905718803406,0.11340979486703873,-0.2004493623971939,0.580273449420929,1.0996026992797852,0.908980667591095,1.3471587896347046,1.081618309020996,2.135248899459839,1.7805255651474,1.465584397315979,1.1395049095153809,0.9215505123138428,1.1898574829101562
starcraft,44,-23.50426483154297,16884.62890625,-3.151949644088745,11.214142799377441,-419.19500732421875,106.1737289428711,-17.85588836669922,34.094444274902344,-9.769691467285156,11.710653305053711,-6.390676975250244,1.6721652746200562,-1.5253251791000366,-5.084836959838867,4.17284631729126,-6.927108287811279,3.369218111038208,25577.310546875,3827.46533203125,1745.37060546875,1026.688232421875,806.6958618164062,565.7539672851562,344.5994873046875,239.59298706054688,184.3121337890625,146.88894653320312,149.16641235351562,130.44725036621094,136.24114990234375,0.11811534315347672,0.002146195387467742,-0.34606385231018066,0.5508388876914978,-0.23226837813854218,-0.21030224859714508,-0.6656333804130554,-0.5633734464645386,-0.7900589108467102,-0.7290189266204834,-0.2502205967903137,-0.6005202531814575,-0.010967223905026913,-0.22743065655231476,-0.2367887794971466,0.5391796231269836,0.9425067901611328,0.9466788172721863,0.9858152270317078,1.568267822265625,1.7601220607757568,2.1832218170166016,1.4082527160644531,0.9933366179466248,1.3296531438827515,0.5150737762451172
starcraft,44,-24.266565322875977,17583.1015625,-3.1546716690063477,11.17176628112793,-430.2530212402344,106.34638214111328,-15.262476921081543,31.780710220336914,-10.046490669250488,11.317532539367676,-6.784514427185059,1.7201224565505981,-0.6130862832069397,-4.878008842468262,4.041895389556885,-5.926997184753418,3.0925827026367188,24912.267578125,3910.881103515625,1609.2674560546875,1034.875,820.2213745117188,611.2005004882812,341.68603515625,234.4625244140625,189.0725555419922,150.13299560546875,147.7259063720703,137.13088989257812,134.76593017578125,0.039463166147470474,-0.18365147709846497,-0.3388001322746277,0.5446073412895203,-0.5726580619812012,-0.05362500995397568,-0.6522570848464966,-0.47648462653160095,-0.44693323969841003,-0.5473841428756714,-0.2623157501220703,-0.5217178463935852,-0.011086794547736645,-0.009593075141310692,0.0015473474049940705,0.4939206838607788,1.132676362991333,1.6810970306396484,1.1315710544586182,1.602029800415039,0.991883397102356,1.5375003814697266,1.3888753652572632,0.8744914531707764,1.327561855316162,0.49434754252433777
starcraft,44,-23.32198715209961,16579.080078125,-3.144728899002075,11.2100830078125,-412.97186279296875,107.46348571777344,-18.134403228759766,34.056793212890625,-10.532622337341309,10.463714599609375,-6.574979782104492,0.37214088439941406,-1.6066325902938843,-5.610783100128174,3.7152159214019775,-6.3962321281433105,2.570333957672119,25563.244140625,3539.87939453125,1794.9208984375,976.6253051757812,786.6985473632812,615.6676025390625,314.3275451660156,243.49325561523438,193.53347778320312,174.32481384277344,151.35928344726562,131.96890258789062,136.56439208984375,0.1617102026939392,-0.04922167956829071,-0.44738146662712097,0.43066391348838806,-0.4924224615097046,-0.3378412127494812,-0.7038687467575073,-0.6911631226539612,-0.6900634765625,-0.8173347115516663,-0.3613768517971039,-0.7027861475944519,-0.30628564953804016,-0.023337477818131447,-0.4145081043243408,0.675205647945404,0.8340505361557007,1.5911439657211304,1.1717535257339478,1.4937002658843994,1.7980704307556152,1.4437212944030762,1.6965715885162354,1.2231509685516357,1.3277486562728882,0.8900684118270874
starcraft,44,-23.72227668762207,16660.5546875,-3.1215476989746094,10.99464225769043,-417.09130859375,106.24620056152344,-19.144180297851562,31.59617042541504,-9.136833190917969,12.372954368591309,-5.715043544769287,0.012250499799847603,-2.2619659900665283,-5.264340877532959,3.8702595233917236,-6.498544216156006,2.624800682067871,24822.154296875,3845.130126953125,1606.7568359375,1084.0640869140625,846.6956176757812,592.9778442382812,335.941650390625,266.8076477050781,201.54949951171875,150.7597198486328,156.41583251953125,135.18321228027344,129.52877807617188,0.09932908415794373,-0.10878528654575348,-0.38992413878440857,0.4484415650367737,-0.3193235397338867,-0.025802448391914368,-0.5286477208137512,-0.7715758681297302,-0.6504079699516296,-0.7216489911079407,-0.2733256220817566,-0.5205402374267578,0.02404182404279709,-0.2352273166179657,-0.5719013214111328,0.7817981243133545,0.3116445243358612,0.9256439208984375,1.3559186458587646,1.041393518447876,1.8154380321502686,1.112905502319336,1.4303842782974243,0.9561206698417664,1.2127376794815063,0.9567422866821289
starcraft,44,-22.840904235839844,16421.31640625,-3.081820249557495,10.687914848327637,-414.5292663574219,108.848388671875,-18.372962951660156,34.32443618774414,-10.521041870117188,13.127696990966797,-6.831928253173828,1.218321442604065,-1.0320730209350586,-4.848972320556641,4.59920597076416,-6.3986639976501465,3.485090494155884,23289.525390625,3408.68798828125,1538.45068359375,1019.2186279296875,788.3190307617188,554.18017578125,306.514404296875,226.3087158203125,171.4460906982422,153.9219970703125,138.8232421875,123.51212310791016,135.37957763671875,0.0592636801302433,-0.04410439729690552,-0.3903962969779968,0.4977698028087616,-0.3747020363807678,-0.1109255701303482,-0.5233697295188904,-0.7210620641708374,-0.521166980266571,-0.6088176965713501,-0.2754635214805603,-0.34943512082099915,-0.34382760524749756,-0.27144795656204224,-0.4283596873283386,0.513401985168457,1.0768431425094604,0.9351925849914551,1.7302095890045166,1.1403640508651733,1.7929176092147827,1.0293331146240234,1.6199599504470825,0.8690069913864136,1.039621353149414,0.8939471244812012
starcraft,44,-24.193023681640625,17195.048828125,-3.17655348777771,11.288833618164062,-424.5301208496094,105.52352142333984,-16.49168586730957,31.728551864624023,-9.738183975219727,10.970685005187988,-5.89473819732666,-0.34029123187065125,-1.6955493688583374,-4.809511661529541,4.043099403381348,-5.930314540863037,2.6551597118377686,25505.98046875,3766.98876953125,1616.43701171875,879.4991455078125,837.4880981445312,562.1385498046875,303.036376953125,240.52786254882812,185.695556640625,144.86195373535156,144.3826904296875,133.0478057861328,126.40785217285156,0.0680900365114212,-0.08289765566587448,-0.26209473609924316,0.4525434374809265,-0.27498680353164673,-0.2368355244398117,-0.7256558537483215,-0.7925726771354675,-0.7113829851150513,-0.6250112056732178,-0.3645756244659424,-0.5389981269836426,-0.1207394003868103,-0.11218222975730896,-0.41733863949775696,0.5511554479598999,0.4015764892101288,0.8427634835243225,0.9000926613807678,1.285727620124817,2.116173267364502,1.3409639596939087,1.2511228322982788,1.3137149810791016,1.2110792398452759,0.8510346412658691
starcraft,44,-22.645944595336914,15906.0107421875,-3.0912725925445557,10.87442398071289,-404.72174072265625,108.07232666015625,-19.147991180419922,32.088172912597656,-12.257560729980469,11.98104476928711,-5.69980001449585,0.8085411190986633,-0.8956407308578491,-4.940277099609375,3.9601492881774902,-6.667640209197998,3.023111581802368,24515.392578125,3457.39111328125,1695.8077392578125,1048.861083984375,813.4572143554688,576.8362426757812,346.8697509765625,256.114501953125,191.8020782470703,150.90724182128906,147.41409301757812,133.51773071289062,137.0858917236328,0.14659923315048218,-0.1867697536945343,-0.4017438590526581,0.688736081123352,-0.3406490385532379,-0.07938975840806961,-0.259907066822052,-0.7329200506210327,-0.848986804485321,-0.59464430809021,-0.3866713047027588,-0.49875760078430176,-0.3298097252845764,-0.09458038210868835,-0.31510400772094727,0.24865344166755676,0.8851727843284607,1.5794048309326172,0.9496919512748718,1.4126472473144531,1.5607492923736572,2.5365145206451416,1.4232128858566284,0.7672898769378662,1.1752773523330688,1.6687674522399902
starcraft,44,-24.18124771118164,17492.40625,-3.176833391189575,11.325506210327148,-427.2607421875,107.09632873535156,-19.018766403198242,32.32479476928711,-10.170766830444336,11.974087715148926,-5.15061092376709,0.7429641485214233,-1.054908037185669,-4.262184143066406,3.930955171585083,-6.268951416015625,2.761577606201172,26939.18359375,3795.922607421875,1589.6593017578125,950.2696533203125,788.5244140625,577.4924926757812,318.1831970214844,223.92474365234375,180.04925537109375,153.16543579101562,147.86111450195312,132.06423950195312,140.8776397705078,0.06185270473361015,-0.1694689244031906,-0.40863117575645447,0.40727877616882324,-0.3567226827144623,-0.269509494304657,-0.3882705569267273,-0.6351870894432068,-0.7399337887763977,-0.39203014969825745,-0.119709812104702,-0.5542659163475037,-0.25805169343948364,-0.02811729907989502,-0.21607515215873718,0.6435580849647522,0.6103646755218506,0.9943346977233887,1.1440235376358032,1.4934412240982056,1.9110673666000366,2.1641087532043457,1.3695018291473389,0.7646258473396301,1.347899317741394,0.9861108064651489
